#proteinId,iprId,iprDesc,domainDb,domainId,domainDesc,numHits,domainStarts,domainEnds,score
1,IPR002529,"Fumarylacetoacetase, C-terminal",HMMPfam,PF01557,Fumarylacetoacetate (FAA) hydrolase family,1,"567,","779,",6.80E-57
8997,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,1,"51,","345,",4.46E-22
8998,\N,\N,HMMPfam,PF13561,Enoyl-(Acyl carrier protein) reductase,1,"30,","269,",1.50E-28
8998,IPR002198,Short-chain dehydrogenase/reductase SDR,PRINTS,PR00080,Short-chain dehydrogenase/reductase (SDR) superfamily signature,3,"97,148,169,","108,156,188,","2.8E-6,2.8E-6,2.8E-6"
8998,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,6,"22,97,142,169,190,235,","39,108,158,188,207,255,","3.4E-35,3.4E-35,3.4E-35,3.4E-35,3.4E-35,3.4E-35"
8998,\N,\N,SUPERFAMILY,SSF51735,\N,1,"20,","270,",1.50E-72
8999,IPR003439,ABC transporter-like,HMMPfam,PF00005,ABC transporter,2,"115,429,","272,561,","1.2E-21,1.9E-22"
8999,\N,\N,HMMPfam,PF12848,ABC transporter,1,"312,","382,",5.10E-21
8999,IPR017871,"ABC transporter, conserved site",ProSitePatterns,PS00211,ABC transporters family signature.,1,"244,","258,",-
8999,IPR003439,ABC transporter-like,ProSiteProfiles,PS50893,"ATP-binding cassette, ABC transporter-type domain profile.",2,"99,410,","340,629,","15.68,14.559"
8999,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,2,"123,437,","324,606,","4.5E-9,6.2E-6"
8999,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,3,"98,213,392,","177,338,612,","1.69E-43,1.69E-43,4.04E-39"
9001,IPR007902,Centromere protein Chl4/mis15/CENP-N,HMMPfam,PF05238,Kinetochore protein CHL4 like,1,"2,","436,",1.40E-70
9002,IPR004827,Basic-leucine zipper domain,HMMPfam,PF07716,Basic region leucine zipper,1,"164,","215,",3.20E-12
9002,IPR004827,Basic-leucine zipper domain,ProSitePatterns,PS00036,Basic-leucine zipper (bZIP) domain signature.,1,"169,","183,",-
9002,IPR004827,Basic-leucine zipper domain,ProSiteProfiles,PS50217,Basic-leucine zipper (bZIP) domain profile.,1,"167,","226,",10.082
9002,IPR004827,Basic-leucine zipper domain,SMART,SM00338,basic region leucin zipper,1,"165,","225,",0.0024
9002,\N,\N,SUPERFAMILY,SSF57959,\N,1,"172,","224,",2.18E-09
9003,IPR001494,"Importin-beta, N-terminal domain",HMMPfam,PF03810,Importin-beta N-terminal domain,1,"26,","91,",9.30E-09
9003,IPR013598,Exportin-1/Importin-beta-like,HMMPfam,PF08389,Exportin 1-like protein,1,"104,","248,",2.40E-38
9003,IPR014877,CRM1 C-terminal domain,HMMPfam,PF08767,CRM1 C terminal,1,"706,","1029,",9.50E-135
9003,IPR001494,"Importin-beta, N-terminal domain",ProSiteProfiles,PS50166,Importin-beta N-terminal domain profile.,1,"26,","92,",12.652
9003,IPR001494,"Importin-beta, N-terminal domain",SMART,SM00913,Importin-beta N-terminal domain,1,"26,","92,",1.20E-08
9003,IPR014877,CRM1 C-terminal domain,SMART,SM01102,CRM1 C terminal,1,"706,","1029,",2.60E-209
9003,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,5,"18,325,405,704,770,","258,368,703,1029,1048,","6.2E-119,6.2E-119,6.2E-119,1.87E-118,6.2E-119"
9004,IPR011107,Protein phosphatase inhibitor,HMMPfam,PF07491,Protein phosphatase inhibitor,1,"68,","131,",8.20E-26
9005,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"115,","496,",1.60E-16
9005,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,2,"118,341,","269,543,","3.14E-32,3.14E-32"
9006,IPR000194,"ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",HMMPfam,PF00006,"ATP synthase alpha/beta family, nucleotide-binding domain",1,"142,","370,",1.00E-61
9006,IPR000793,"ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal",HMMPfam,PF00306,"ATP synthase alpha/beta chain, C terminal domain",1,"388,","473,",1.60E-15
9006,IPR004100,"ATPase, F1 complex alpha/beta subunit, N-terminal domain",HMMPfam,PF02874,"ATP synthase alpha/beta family, beta-barrel domain",1,"23,","86,",4.00E-12
9006,IPR022879,V-type ATP synthase regulatory subunit B/beta,PIRSF,PIRSF039114,\N,1,"7,","485,",468
9006,IPR020003,"ATPase, alpha/beta subunit, nucleotide-binding domain, active site",ProSitePatterns,PS00152,ATP synthase alpha and beta subunits signature.,1,"361,","370,",-
9006,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"90,","376,",6.38E-84
9006,IPR005723,"ATPase, V1 complex, subunit B",TIGRFAM,TIGR01040,"V-ATPase_V1_B: V-type ATPase, B subunit",1,"17,","479,",9.80E-288
9007,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"140,","384,",8.30E-21
9007,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"132,","394,",19.778
9007,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"117,","392,",4.97E-40
9008,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"21,","143,",4.45E-13
9009,\N,\N,ProSiteProfiles,PS51257,Prokaryotic membrane lipoprotein lipid attachment site profile.,1,"1,","33,",5
9010,IPR001017,"Dehydrogenase, E1 component",HMMPfam,PF00676,Dehydrogenase E1 component,1,"284,","600,",4.20E-57
9010,IPR005475,"Transketolase-like, pyrimidine-binding domain",HMMPfam,PF02779,"Transketolase, pyrimidine binding domain",1,"673,","885,",1.80E-65
9010,IPR011603,2-oxoglutarate dehydrogenase E1 component,PIRSF,PIRSF000157,\N,1,"61,","1042,",946
9010,IPR005475,"Transketolase-like, pyrimidine-binding domain",SMART,SM00861,"Transketolase, pyrimidine binding domain",1,"674,","884,",3.00E-60
9010,IPR029061,Thiamin diphosphate-binding fold,SUPERFAMILY,SSF52518,\N,2,"188,657,","615,891,","7.07E-84,1.08E-46"
9010,IPR011603,2-oxoglutarate dehydrogenase E1 component,TIGRFAM,TIGR00239,"2oxo_dh_E1: oxoglutarate dehydrogenase (succinyl-transferring), E1 component",1,"74,","1040,",0
9011,IPR006139,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",HMMPfam,PF00389,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",1,"71,","351,",1.50E-17
9011,IPR006140,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain",HMMPfam,PF02826,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",1,"135,","307,",1.60E-42
9011,IPR029753,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site",ProSitePatterns,PS00671,D-isomer specific 2-hydroxyacid dehydrogenases signature 3.,1,"254,","270,",-
9011,\N,\N,SUPERFAMILY,SSF51735,\N,1,"130,","300,",2.32E-42
9011,\N,\N,SUPERFAMILY,SSF52283,\N,1,"70,","153,",1.57E-19
9012,IPR000873,AMP-dependent synthetase/ligase,HMMPfam,PF00501,AMP-binding enzyme,1,"72,","521,",2.10E-56
9012,IPR025110,AMP-binding enzyme C-terminal domain,HMMPfam,PF13193,AMP-binding enzyme C-terminal domain,1,"533,","614,",4.40E-06
9012,IPR020845,"AMP-binding, conserved site",ProSitePatterns,PS00455,Putative AMP-binding domain signature.,1,"246,","257,",-
9012,\N,\N,SUPERFAMILY,SSF56801,\N,1,"57,","648,",9.55E-76
9013,IPR005481,"Carbamoyl-phosphate synthase, large subunit, N-terminal",HMMPfam,PF00289,"Carbamoyl-phosphate synthase L chain, N-terminal domain",1,"6,","109,",1.30E-26
9013,IPR000089,Biotin/lipoyl attachment,HMMPfam,PF00364,Biotin-requiring enzyme,1,"586,","652,",8.50E-15
9013,IPR005482,"Biotin carboxylase, C-terminal",HMMPfam,PF02785,Biotin carboxylase C-terminal domain,1,"342,","450,",1.90E-28
9013,IPR005479,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",HMMPfam,PF02786,"Carbamoyl-phosphate synthase L chain, ATP binding domain",1,"114,","319,",3.40E-54
9013,IPR005479,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",ProSitePatterns,PS00867,Carbamoyl-phosphate synthase subdomain signature 2.,1,"283,","290,",-
9013,IPR000089,Biotin/lipoyl attachment,ProSiteProfiles,PS50968,Biotinyl/lipoyl domain profile.,1,"584,","652,",12.684
9013,IPR011761,ATP-grasp fold,ProSiteProfiles,PS50975,ATP-grasp fold profile.,1,"119,","314,",35.237
9013,IPR011764,Biotin carboxylation domain,ProSiteProfiles,PS50979,Biotin carboxylation domain profile.,1,"5,","454,",42.896
9013,IPR005482,"Biotin carboxylase, C-terminal",SMART,SM00878,Biotin carboxylase C-terminal domain,1,"342,","450,",1.40E-39
9013,IPR011053,Single hybrid motif,SUPERFAMILY,SSF51230,\N,1,"574,","652,",4.58E-19
9013,IPR011054,Rudiment single hybrid motif,SUPERFAMILY,SSF51246,\N,1,"339,","454,",6.80E-30
9013,IPR016185,Pre-ATP-grasp domain,SUPERFAMILY,SSF52440,\N,1,"5,","109,",1.58E-31
9013,\N,\N,SUPERFAMILY,SSF56059,\N,1,"82,","331,",1.08E-59
9014,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"70,","434,",5.20E-32
9014,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"38,","466,",1.29E-61
9015,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,HMMPfam,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain,1,"22,","60,",1.10E-06
9015,IPR007219,"Transcription factor domain, fungi",HMMPfam,PF04082,Fungal specific transcription factor domain,1,"216,","471,",2.20E-26
9015,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSitePatterns,PS00463,Zn(2)-C6 fungal-type DNA-binding domain signature.,1,"23,","53,",-
9015,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSiteProfiles,PS50048,Zn(2)-C6 fungal-type DNA-binding domain profile.,1,"23,","55,",10.183
9015,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SMART,SM00066,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,1,"18,","64,",2.30E-08
9015,IPR007219,"Transcription factor domain, fungi",SMART,SM00906,Fungal specific transcription factor domain,1,"328,","401,",3.30E-11
9015,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SUPERFAMILY,SSF57701,\N,1,"13,","60,",9.68E-09
9019,IPR023214,HAD-like domain,HMMPfam,PF13419,Haloacid dehalogenase-like hydrolase,1,"68,","249,",6.90E-28
9019,IPR023214,HAD-like domain,SUPERFAMILY,SSF56784,\N,1,"66,","281,",2.07E-29
9019,IPR006439,"HAD hydrolase, subfamily IA",TIGRFAM,TIGR01509,"HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3",1,"105,","248,",3.20E-10
9019,IPR010237,Pyrimidine 5-nucleotidase,TIGRFAM,TIGR01993,Pyr-5-nucltdase: pyrimidine 5'-nucleotidase,1,"66,","250,",8.20E-54
9020,IPR012312,Haemerythrin/HHE cation-binding motif,HMMPfam,PF01814,Hemerythrin HHE cation binding domain,1,"126,","251,",2.20E-09
9021,IPR002575,Aminoglycoside phosphotransferase,HMMPfam,PF01636,Phosphotransferase enzyme family,1,"44,","343,",2.80E-14
9021,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,2,"46,209,","173,380,","1.07E-18,1.07E-18"
9022,IPR000022,Carboxyl transferase,HMMPfam,PF01039,Carboxyl transferase domain,1,"86,","563,",7.70E-78
9022,IPR011762,"Acetyl-coenzyme A carboxyltransferase, N-terminal",ProSiteProfiles,PS50980,Acetyl-coenzyme A carboxyltransferase domain N-terminal region profile.,1,"66,","292,",15.288
9022,IPR011763,"Acetyl-coenzyme A carboxyltransferase, C-terminal",ProSiteProfiles,PS50989,Acetyl-coenzyme A carboxyltransferase domain C-terminal region profile.,1,"291,","577,",46.604
9022,IPR029045,ClpP/crotonase-like domain,SUPERFAMILY,SSF52096,\N,2,"71,287,","317,563,","3.15E-33,1.88E-55"
9023,\N,\N,HMMPfam,PF13561,Enoyl-(Acyl carrier protein) reductase,1,"13,","255,",3.50E-29
9023,IPR002198,Short-chain dehydrogenase/reductase SDR,PRINTS,PR00080,Short-chain dehydrogenase/reductase (SDR) superfamily signature,3,"83,140,160,","94,148,179,","1.5E-7,1.5E-7,1.5E-7"
9023,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,6,"8,83,134,160,181,219,","25,94,150,179,198,239,","9.3E-36,9.3E-36,9.3E-36,9.3E-36,9.3E-36,9.3E-36"
9023,IPR020904,"Short-chain dehydrogenase/reductase, conserved site",ProSitePatterns,PS00061,Short-chain dehydrogenases/reductases family signature.,1,"147,","175,",-
9023,\N,\N,SUPERFAMILY,SSF51735,\N,1,"5,","255,",4.87E-75
9024,IPR020683,Ankyrin repeat-containing domain,HMMPfam,PF12796,Ankyrin repeats (3 copies),1,"174,","262,",5.40E-07
9024,IPR002110,Ankyrin repeat,ProSiteProfiles,PS50088,Ankyrin repeat profile.,1,"201,","233,",9.431
9024,IPR020683,Ankyrin repeat-containing domain,ProSiteProfiles,PS50297,Ankyrin repeat region circular profile.,1,"172,","391,",10.02
9024,IPR002110,Ankyrin repeat,SMART,SM00248,ankyrin repeats,4,"201,359,390,462,","230,389,419,491,","1.5,34.0,180.0,630.0"
9024,IPR020683,Ankyrin repeat-containing domain,SUPERFAMILY,SSF48403,\N,2,"172,352,","265,487,","5.66E-19,5.66E-19"
9025,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"68,","405,",7.00E-18
9025,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"43,","469,",7.72E-42
9027,IPR020946,Flavin monooxygenase-like,HMMPfam,PF00743,Flavin-binding monooxygenase-like,2,"92,280,","258,391,","7.8E-19,3.3E-6"
9027,\N,\N,HMMPfam,PF13450,NAD(P)-binding Rossmann-like domain,1,"11,","47,",9.40E-05
9027,IPR000960,Flavin monooxygenase FMO,PRINTS,PR00370,Flavin-containing monooxygenase (FMO) signature,4,"7,33,278,298,","23,57,295,325,","8.3E-14,8.3E-14,8.3E-14,8.3E-14"
9027,\N,\N,SUPERFAMILY,SSF51905,\N,2,"5,296,","258,452,","2.15E-36,2.07E-7"
9028,IPR001680,WD40 repeat,HMMPfam,PF00400,"WD domain, G-beta repeat",1,"286,","322,",4.70E-04
9028,IPR012952,"BING4, C-terminal domain",HMMPfam,PF08149,BING4CT (NUC141) domain,1,"378,","457,",2.10E-36
9028,IPR001680,WD40 repeat,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,1,"290,","331,",11.912
9028,IPR017986,WD40-repeat-containing domain,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,1,"248,","331,",13.844
9028,IPR001680,WD40 repeat,SMART,SM00320,WD40 repeats,4,"161,241,283,325,","198,280,322,361,","310.0,13.0,0.0016,12.0"
9028,IPR012952,"BING4, C-terminal domain",SMART,SM01033,BING4CT (NUC141) domain,1,"378,","457,",1.10E-52
9028,IPR017986,WD40-repeat-containing domain,SUPERFAMILY,SSF50978,\N,1,"133,","409,",1.53E-33
9029,IPR003495,CobW/HypB/UreG domain,HMMPfam,PF02492,"CobW/HypB/UreG, nucleotide-binding domain",1,"57,","227,",9.60E-35
9029,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"50,","256,",4.28E-34
9029,IPR004400,Urease accessory protein UreG,TIGRFAM,TIGR00101,ureG: urease accessory protein UreG,1,"57,","244,",1.80E-78
9030,IPR013097,Stress responsive alpha-beta barrel,HMMPfam,PF07876,Stress responsive A/B Barrel Domain,1,"3,","106,",5.80E-26
9030,IPR013097,Stress responsive alpha-beta barrel,ProSiteProfiles,PS51502,Stress-response A/B barrel domain profile.,1,"3,","105,",35.733
9030,IPR013097,Stress responsive alpha-beta barrel,SMART,SM00886,Stress responsive A/B Barrel Domain,1,"3,","107,",2.50E-32
9030,IPR011008,Dimeric alpha-beta barrel,SUPERFAMILY,SSF54909,\N,1,"1,","107,",1.34E-26
9031,IPR000361,FeS cluster biogenesis,HMMPfam,PF01521,Iron-sulphur cluster biosynthesis,1,"155,","254,",2.40E-21
9031,IPR017870,"FeS cluster insertion, C-terminal, conserved site",ProSitePatterns,PS01152,Hypothetical hesB/yadR/yfhF family signature.,1,"239,","256,",-
9031,IPR000361,FeS cluster biogenesis,SUPERFAMILY,SSF89360,\N,1,"155,","247,",1.26E-27
9031,IPR016092,FeS cluster insertion protein,TIGRFAM,TIGR00049,TIGR00049: iron-sulfur cluster assembly accessory protein,1,"156,","258,",6.70E-34
9032,IPR013636,Domain of unknown function DUF1741,HMMPfam,PF08427,Domain of unknown function (DUF1741),1,"403,","627,",3.10E-66
9032,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,2,"129,481,","249,561,","3.06E-7,3.06E-7"
9034,IPR006913,Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,HMMPfam,PF04828,Glutathione-dependent formaldehyde-activating enzyme,1,"27,","108,",1.80E-18
9034,IPR011057,Mss4-like,SUPERFAMILY,SSF51316,\N,1,"2,","147,",3.66E-29
9036,IPR003953,FAD binding domain,HMMPfam,PF00890,FAD binding domain,1,"31,","126,",1.50E-13
9036,IPR027477,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain",SUPERFAMILY,SSF56425,\N,1,"17,","98,",1.40E-14
9037,IPR000195,Rab-GTPase-TBC domain,HMMPfam,PF00566,Rab-GTPase-TBC domain,1,"469,","646,",4.10E-44
9037,IPR000195,Rab-GTPase-TBC domain,ProSiteProfiles,PS50086,TBC/rab GAP domain profile.,1,"359,","630,",31.06
9037,IPR000195,Rab-GTPase-TBC domain,SMART,SM00164,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.",1,"356,","654,",5.50E-42
9037,IPR000195,Rab-GTPase-TBC domain,SUPERFAMILY,SSF47923,\N,3,"349,469,565,","398,590,707,","1.05E-30,1.05E-30,3.4E-28"
9038,IPR000873,AMP-dependent synthetase/ligase,HMMPfam,PF00501,AMP-binding enzyme,1,"62,","489,",1.50E-69
9038,IPR025110,AMP-binding enzyme C-terminal domain,HMMPfam,PF13193,AMP-binding enzyme C-terminal domain,1,"497,","576,",1.30E-10
9038,IPR020845,"AMP-binding, conserved site",ProSitePatterns,PS00455,Putative AMP-binding domain signature.,1,"214,","225,",-
9038,\N,\N,SUPERFAMILY,SSF56801,\N,1,"54,","588,",2.09E-100
9040,IPR018607,Chromosome transmission fidelity protein 8,HMMPfam,PF09696,Ctf8,1,"27,","171,",1.60E-36
9042,IPR006913,Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,HMMPfam,PF04828,Glutathione-dependent formaldehyde-activating enzyme,1,"46,","138,",8.60E-14
9042,IPR014185,Glutathione-dependent formaldehyde-activating enzyme,PIRSF,PIRSF033318,\N,1,"2,","187,",185
9042,IPR011057,Mss4-like,SUPERFAMILY,SSF51316,\N,1,"3,","185,",1.36E-49
9042,IPR014185,Glutathione-dependent formaldehyde-activating enzyme,TIGRFAM,TIGR02820,formald_GSH: S-(hydroxymethyl)glutathione synthase,1,"5,","183,",7.80E-87
9043,IPR004328,BRO1 domain,ProSiteProfiles,PS51180,BRO1 domain profile.,1,"55,","536,",16.703
9043,IPR004328,BRO1 domain,SMART,SM01041,BRO1-like domain,1,"60,","482,",1.20E-06
9044,IPR008902,Bacterial alpha-L-rhamnosidase,HMMPfam,PF05592,Bacterial alpha-L-rhamnosidase,1,"336,","771,",6.50E-29
9044,IPR013737,Bacterial alpha-L-rhamnosidase N-terminal,HMMPfam,PF08531,Alpha-L-rhamnosidase N-terminal domain,1,"58,","124,",1.20E-06
9044,IPR008928,Six-hairpin glycosidase-like,SUPERFAMILY,SSF48208,\N,1,"405,","772,",8.26E-36
9044,IPR008979,Galactose-binding domain-like,SUPERFAMILY,SSF49785,\N,2,"25,160,","116,176,","7.41E-6,7.41E-6"
9045,IPR005828,General substrate transporter,HMMPfam,PF00083,Sugar (and other) transporter,1,"63,","513,",1.20E-62
9045,IPR005829,"Sugar transporter, conserved site",ProSitePatterns,PS00217,Sugar transport proteins signature 2.,1,"167,","192,",-
9045,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"63,","502,",22.118
9045,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"58,","511,",2.62E-41
9046,IPR002938,"Monooxygenase, FAD-binding",HMMPfam,PF01494,FAD binding domain,1,"4,","359,",1.90E-17
9046,IPR003042,Aromatic-ring hydroxylase-like,PRINTS,PR00420,Aromatic-ring hydroxylase (flavoprotein monooxygenase) signature,4,"5,151,297,312,","27,166,312,328,","1.7E-15,1.7E-15,1.7E-15,1.7E-15"
9046,\N,\N,SUPERFAMILY,SSF51905,\N,2,"5,284,","172,367,","2.46E-47,2.46E-47"
9046,\N,\N,SUPERFAMILY,SSF54373,\N,1,"182,","281,",6.67E-06
9047,IPR020616,"Thiolase, N-terminal",HMMPfam,PF00108,"Thiolase, N-terminal domain",1,"37,","294,",1.30E-80
9047,IPR020617,"Thiolase, C-terminal",HMMPfam,PF02803,"Thiolase, C-terminal domain",1,"303,","420,",3.00E-43
9047,IPR002155,Thiolase,PIRSF,PIRSF000429,\N,1,"33,","424,",399
9047,IPR020610,"Thiolase, active site",ProSitePatterns,PS00099,Thiolases active site.,1,"405,","418,",-
9047,IPR020613,"Thiolase, conserved site",ProSitePatterns,PS00737,Thiolases signature 2.,1,"370,","386,",-
9047,IPR016039,Thiolase-like,SUPERFAMILY,SSF53901,\N,2,"38,304,","300,421,","5.6E-63,7.41E-41"
9047,IPR002155,Thiolase,TIGRFAM,TIGR01930,AcCoA-C-Actrans: acetyl-CoA C-acetyltransferase,1,"44,","421,",5.20E-124
9049,IPR023210,NADP-dependent oxidoreductase domain,HMMPfam,PF00248,Aldo/keto reductase family,1,"16,","330,",2.10E-70
9049,IPR023210,NADP-dependent oxidoreductase domain,SUPERFAMILY,SSF51430,\N,1,"1,","336,",4.58E-94
9053,IPR001208,"Mini-chromosome maintenance, DNA-dependent ATPase",HMMPfam,PF00493,MCM2/3/5 family,1,"291,","666,",2.80E-131
9053,IPR027925,MCM N-terminal domain,HMMPfam,PF14551,MCM N-terminal domain,1,"22,","134,",4.20E-16
9053,IPR001208,"Mini-chromosome maintenance, DNA-dependent ATPase",PRINTS,PR01657,Mini-chromosome maintenance (MCM) protein family signature,5,"345,405,433,457,484,","360,419,446,469,492,","2.7E-33,2.7E-33,2.7E-33,2.7E-33,2.7E-33"
9053,IPR008046,DNA replication licensing factor Mcm3,PRINTS,PR01659,Mini-chromosome maintenance (MCM) protein 3 signature,5,"192,218,473,506,657,","206,230,483,516,672,","1.5E-23,1.5E-23,1.5E-23,1.5E-23,1.5E-23"
9053,IPR018525,"Mini-chromosome maintenance, conserved site",ProSitePatterns,PS00847,MCM family signature.,1,"413,","421,",-
9053,IPR001208,"Mini-chromosome maintenance, DNA-dependent ATPase",ProSiteProfiles,PS50051,MCM family domain profile.,1,"304,","510,",96.4
9053,IPR001208,"Mini-chromosome maintenance, DNA-dependent ATPase",SMART,SM00350,minichromosome  maintenance proteins,1,"114,","670,",8.40E-284
9053,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,1,"346,","499,",3.50E-05
9053,IPR012340,"Nucleic acid-binding, OB-fold",SUPERFAMILY,SSF50249,\N,1,"33,","269,",8.39E-54
9053,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,2,"314,569,","515,677,","4.41E-38,4.41E-38"
9054,IPR001810,F-box domain,ProSiteProfiles,PS50181,F-box domain profile.,1,"53,","98,",8.597
9054,IPR001810,F-box domain,SUPERFAMILY,SSF81383,\N,1,"57,","115,",1.83E-06
9056,IPR012000,"Thiamine pyrophosphate enzyme, central domain",HMMPfam,PF00205,"Thiamine pyrophosphate enzyme, central domain",1,"215,","324,",2.10E-19
9056,IPR011766,"Thiamine pyrophosphate enzyme, C-terminal TPP-binding",HMMPfam,PF02775,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",1,"436,","599,",1.00E-19
9056,IPR012001,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain",HMMPfam,PF02776,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",1,"10,","192,",2.50E-35
9056,IPR029035,DHS-like NAD/FAD-binding domain,SUPERFAMILY,SSF52467,\N,1,"208,","374,",1.75E-19
9056,IPR029061,Thiamin diphosphate-binding fold,SUPERFAMILY,SSF52518,\N,2,"10,397,","196,602,","2.25E-31,2.03E-29"
9057,IPR005828,General substrate transporter,HMMPfam,PF00083,Sugar (and other) transporter,1,"29,","506,",4.20E-115
9057,IPR003663,Sugar/inositol transporter,PRINTS,PR00171,Sugar transporter signature,5,"36,130,303,405,428,","46,149,313,426,440,","5.3E-25,5.3E-25,5.3E-25,5.3E-25,5.3E-25"
9057,IPR005829,"Sugar transporter, conserved site",ProSitePatterns,PS00216,Sugar transport proteins signature 1.,2,"90,346,","106,363,","-,-"
9057,IPR005829,"Sugar transporter, conserved site",ProSitePatterns,PS00217,Sugar transport proteins signature 2.,1,"135,","160,",-
9057,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"28,","496,",41.557
9057,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"17,","505,",1.06E-56
9057,IPR003663,Sugar/inositol transporter,TIGRFAM,TIGR00879,"SP: MFS transporter, sugar porter (SP) family",1,"22,","503,",1.60E-120
9058,IPR000719,Protein kinase domain,HMMPfam,PF00069,Protein kinase domain,1,"61,","155,",3.50E-12
9058,IPR000719,Protein kinase domain,ProSiteProfiles,PS50011,Protein kinase domain profile.,1,"15,","191,",10.408
9058,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,1,"32,","190,",2.14E-18
9059,IPR002575,Aminoglycoside phosphotransferase,HMMPfam,PF01636,Phosphotransferase enzyme family,1,"41,","262,",4.90E-06
9059,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,1,"47,","305,",2.33E-07
9061,IPR001609,"Myosin head, motor domain",HMMPfam,PF00063,Myosin head (motor domain),1,"21,","774,",5.30E-174
9061,IPR001199,Cytochrome b5-like heme/steroid binding domain,HMMPfam,PF00173,Cytochrome b5-like Heme/Steroid binding domain,1,"959,","1091,",1.50E-17
9061,\N,\N,HMMPfam,PF03142,Chitin synthase,1,"1216,","1721,",1.00E-252
9061,IPR014876,"DEK, C-terminal",HMMPfam,PF08766,DEK C terminal domain,1,"1829,","1882,",6.30E-15
9061,IPR001199,Cytochrome b5-like heme/steroid binding domain,ProSiteProfiles,PS50255,"Cytochrome b5 family, heme-binding domain profile.",1,"957,","1016,",13.395
9061,IPR001609,"Myosin head, motor domain",ProSiteProfiles,PS51456,Myosin motor domain profile.,1,"1,","789,",56.508
