#transcriptId,proteinId,kogid,kogdefline,kogClass,kogGroup
5947,5947,KOG0603,Ribosomal protein S6 kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
5980,5980,KOG1902,Putative signal transduction protein involved in RNA splicing,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
5993,5993,KOG0531,"Protein phosphatase 1, regulatory subunit, and related proteins",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6015,6015,KOG0703,Predicted GTPase-activating protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6038,6038,KOG0660,Mitogen-activated protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6039,6039,KOG0085,"G protein subunit Galphaq/Galphay, small G protein superfamily",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6103,6103,KOG3860,Acyltransferase required for palmitoylation of Hedgehog (Hh) family of secreted signaling proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6105,6105,KOG4039,Serine/threonine kinase TIP30/CC3,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6202,6202,KOG2641,Predicted seven transmembrane receptor - rhodopsin family,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6295,6295,KOG2595,Predicted GTPase activator protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6359,6359,KOG3699,Cytoskeletal protein Adducin,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6437,6437,KOG2199,Signal transducing adaptor protein STAM/STAM2,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6438,6438,KOG0578,p21-activated serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6444,6444,KOG0618,"Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP)",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6461,6461,KOG3873,Sphingomyelinase family protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6466,6466,KOG0027,Calmodulin and related proteins (EF-Hand superfamily),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6472,6472,KOG0616,cAMP-dependent protein kinase catalytic subunit (PKA),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6473,6473,KOG3739,"Stress-activated MAP kinase-interacting protein, Sin1p",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6505,6505,KOG0256,"1-aminocyclopropane-1-carboxylate synthase, and related proteins",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6535,6535,KOG0498,"K+-channel ERG and related proteins, contain PAS/PAC sensor domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6552,6552,KOG1550,Extracellular protein SEL-1 and related proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6556,6556,KOG4476,Gluconate transport-inducing protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6656,6656,KOG2210,Oxysterol-binding protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6677,6677,KOG4389,Acetylcholinesterase/Butyrylcholinesterase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6690,6690,KOG2606,OTU (ovarian tumor)-like cysteine protease,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6692,6692,KOG0660,Mitogen-activated protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6701,6701,KOG1251,Serine racemase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6703,6703,KOG3699,Cytoskeletal protein Adducin,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6706,6706,KOG0660,Mitogen-activated protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6720,6720,KOG1113,"cAMP-dependent protein kinase types I and II, regulatory subunit",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6793,6793,KOG3288,OTU-like cysteine protease,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6798,6798,KOG3348,BolA (bacterial stress-induced morphogen)-related protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6806,6806,KOG2880,"SMAD6 interacting protein AMSH, contains JAB/MPN/Mov34 domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6815,6815,KOG4035,"Coeffector of mDia Rho GTPase, regulates actin polymerization and cell adhesion turnover",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6872,6872,KOG0519,Sensory transduction histidine kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6895,6895,KOG2128,Ras GTPase-activating protein family - IQGAP,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6907,6907,KOG0082,G-protein alpha subunit (small G protein superfamily),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6931,6931,KOG2582,"COP9 signalosome, subunit CSN3",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6969,6969,KOG1212,Amidases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
6998,6998,KOG0583,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7003,7003,KOG3872,FOG: FHA domain,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7015,7015,KOG3601,"Adaptor protein GRB2, contains SH2 and SH3 domains",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7041,7041,KOG3217,Protein tyrosine phosphatase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7044,7044,KOG3275,Zinc-binding protein of the histidine triad (HIT) family,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7105,7105,KOG1187,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7108,7108,KOG1118,"Lysophosphatidic acid acyltransferase endophilin/SH3GL, involved in synaptic vesicle formation",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7147,7147,KOG2345,Serine/threonine protein kinase/TGF-beta stimulated factor,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7209,7209,KOG0598,Ribosomal protein S6 kinase and related proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7222,7222,KOG1354,"Serine/threonine protein phosphatase 2A, regulatory subunit",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7241,7241,KOG2417,Predicted G-protein coupled receptor,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7255,7255,KOG0618,"Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP)",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7258,7258,KOG3589,G protein signaling regulators,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7281,7281,KOG0890,"Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7282,7282,KOG0890,"Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7313,7313,KOG2397,"Protein kinase C substrate, 80 KD protein, heavy chain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7326,7326,KOG0748,"Predicted membrane proteins, contain hemolysin III domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7336,7336,KOG4228,Protein tyrosine phosphatase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7339,7339,KOG2262,Sexual differentiation process protein ISP4,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7379,7379,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7432,7432,KOG2130,"Phosphatidylserine-specific receptor PtdSerR, contains JmjC domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7493,7493,KOG0027,Calmodulin and related proteins (EF-Hand superfamily),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7508,7508,KOG0373,"Serine/threonine specific protein phosphatase involved in cell cycle control, PP2A-related",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7575,7575,KOG4203,Armadillo/beta-Catenin/plakoglobin,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7582,7582,KOG4375,Scaffold protein Shank and related SAM domain proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7583,7583,KOG4375,Scaffold protein Shank and related SAM domain proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7591,7591,KOG0694,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7606,7606,KOG0585,Ca2+/calmodulin-dependent protein kinase kinase beta and related serine/threonine protein kinases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7610,7610,KOG0116,"RasGAP SH3 binding protein rasputin, contains NTF2 and RRM domains",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7624,7624,KOG2088,Predicted lipase/calmodulin-binding heat-shock protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7647,7647,KOG0668,"Casein kinase II, alpha subunit",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7668,7668,KOG0498,"K+-channel ERG and related proteins, contain PAS/PAC sensor domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7675,7675,KOG0686,"COP9 signalosome, subunit CSN1",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7684,7684,KOG1703,Adaptor protein Enigma and related PDZ-LIM proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7715,7715,KOG3170,Conserved phosducin-like protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7717,7717,KOG2378,cAMP-regulated guanine nucleotide exchange factor,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7759,7759,KOG0169,Phosphoinositide-specific phospholipase C,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7760,7760,KOG0045,"Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily)",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7821,7821,KOG0229,Phosphatidylinositol-4-phosphate 5-kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7883,7883,KOG2999,"Regulator of Rac1, required for phagocytosis and cell migration",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7944,7944,KOG0603,Ribosomal protein S6 kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7966,7966,KOG1550,Extracellular protein SEL-1 and related proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
7983,7983,KOG3797,Peripheral-type benzodiazepine receptor and related proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8044,8044,KOG0201,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8057,8057,KOG0519,Sensory transduction histidine kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8070,8070,KOG1909,Ran GTPase-activating protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8104,8104,KOG0279,G protein beta subunit-like protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8118,8118,KOG0519,Sensory transduction histidine kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8131,8131,KOG0612,"Rho-associated, coiled-coil containing protein kinase",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8133,8133,KOG1212,Amidases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8256,8256,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8257,8257,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8258,8258,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8367,8367,KOG2867,Phosphotyrosyl phosphatase activator,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8398,8398,KOG1818,"Membrane trafficking and cell signaling protein HRS, contains VHS and FYVE domains",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8408,8408,KOG1212,Amidases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8426,8426,KOG0704,ADP-ribosylation factor GTPase activator,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8456,8456,KOG2641,Predicted seven transmembrane receptor - rhodopsin family,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8466,8466,KOG1486,GTP-binding protein DRG2 (ODN superfamily),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8496,8496,KOG1453,Chimaerin and related Rho GTPase activating proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8502,8502,KOG4747,Two-component phosphorelay intermediate involved in MAP kinase cascade regulation,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8507,8507,KOG1998,Signaling protein DOCK180,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8514,8514,KOG1550,Extracellular protein SEL-1 and related proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8518,8518,KOG0192,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8519,8519,KOG0192,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8557,8557,KOG2839,Diadenosine and diphosphoinositol polyphosphate phosphohydrolase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8563,8563,KOG4019,Calcineurin-mediated signaling pathway inhibitor DSCR1,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8576,8576,KOG0661,MAPK related serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8609,8609,KOG3519,Invasion-inducing protein TIAM1/CDC24 and related RhoGEF GTPases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8614,8614,KOG2301,"Voltage-gated Ca2+ channels, alpha1 subunits",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8687,8687,KOG4658,Apoptotic ATPase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8709,8709,KOG1786,Lysosomal trafficking regulator LYST and related BEACH and WD40 repeat proteins,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8717,8717,KOG0279,G protein beta subunit-like protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8751,8751,KOG0192,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8757,8757,KOG4626,O-linked N-acetylglucosamine transferase OGT,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8765,8765,KOG2751,Beclin-like protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8768,8768,KOG0498,"K+-channel ERG and related proteins, contain PAS/PAC sensor domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8787,8787,KOG0084,"GTPase Rab1/YPT1, small G protein superfamily, and related GTP-binding proteins",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8839,8839,KOG2125,Glycosylphosphatidylinositol anchor synthesis protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8860,8860,KOG2127,"Calmodulin-binding protein CRAG, contains DENN domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8889,8889,KOG0695,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8905,8905,KOG0192,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8912,8912,KOG1212,Amidases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8932,8932,KOG0519,Sensory transduction histidine kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8970,8970,KOG4645,MAPKKK (MAP kinase kinase kinase) SSK2 and related serine/threonine protein kinases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8983,8983,KOG0194,Protein tyrosine kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8985,8985,KOG2675,Adenylate cyclase-associated protein (CAP/Srv2p),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
8990,8990,KOG0612,"Rho-associated, coiled-coil containing protein kinase",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9077,9077,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9125,9125,KOG3294,"WW domain binding protein WBP-2, contains GRAM domain",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9183,9183,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9190,9190,KOG4225,Sorbin and SH3 domain-containing protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9193,9193,KOG0198,MEKK and related serine/threonine protein kinases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9205,9205,KOG1290,Serine/threonine protein kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9213,9213,KOG0662,Cyclin-dependent kinase CDK5,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9216,9216,KOG1981,SOK1 kinase belonging to the STE20/SPS1/GC kinase family,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9223,9223,KOG4293,"Predicted membrane protein, contains DoH and Cytochrome b-561/ferric reductase transmembrane domains",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9242,9242,KOG2710,Rho GTPase-activating protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9285,9285,KOG3986,"Protein phosphatase, regulatory subunit PPP1R3C/D",Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9293,9293,KOG2270,Serine/threonine protein kinase involved in cell cycle control,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9311,9311,KOG0603,Ribosomal protein S6 kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9345,9345,KOG0192,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9348,9348,KOG3609,Receptor-activated Ca2+-permeable cation channels (STRPC family),Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9366,9366,KOG2381,Phosphatidylinositol 4-kinase,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9394,9394,KOG1006,Mitogen-activated protein kinase (MAPK) kinase MKK4,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9425,9425,KOG2210,Oxysterol-binding protein,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9446,9446,KOG1212,Amidases,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
9464,9464,KOG0192,Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs,Signal transduction mechanisms ,CELLULAR PROCESSES AND SIGNALING
75,75,KOG3745,Exocyst subunit - Sec10p,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
93,93,KOG0595,Serine/threonine-protein kinase involved in autophagy,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
144,144,KOG0566,"Inositol-1,4,5-triphosphate 5-phosphatase (synaptojanin), INP51/INP52/INP53 family","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
147,147,KOG1059,"Vesicle coat complex AP-3, delta subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
241,241,KOG2171,Karyopherin (importin) beta 3,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
295,295,KOG0998,Synaptic vesicle protein EHS-1 and related EH domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
362,362,KOG0985,"Vesicle coat protein clathrin, heavy chain","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
488,488,KOG1077,"Vesicle coat complex AP-2, alpha subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
512,512,KOG1062,"Vesicle coat complex AP-1, gamma subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
531,531,KOG3142,Prenylated rab acceptor 1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
533,533,KOG2729,"ER vesicle integral membrane protein involved in establishing cell polarity, signaling and protein degradation","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
569,569,KOG0092,GTPase Rab5/YPT51 and related small G protein superfamily GTPases,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
638,638,KOG0810,SNARE protein Syntaxin 1 and related proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
648,648,KOG0251,"Clathrin assembly protein AP180 and related proteins, contain ENTH domain","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
701,701,KOG1091,Ypt/Rab-specific GTPase-activating protein GYP6,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
712,712,KOG4635,Vacuolar import and degradation protein,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
740,740,KOG4504,Cation-independent mannose-6-phosphate receptor CI-MPR,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
741,741,KOG4504,Cation-independent mannose-6-phosphate receptor CI-MPR,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
764,764,KOG3028,"Translocase of outer mitochondrial membrane complex, subunit TOM37/Metaxin 1","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
869,869,KOG0864,Ran-binding protein RANBP1 and related RanBD domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
892,892,KOG3465,"Signal recognition particle, subunit Srp9","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
899,899,KOG2104,Nuclear transport factor 2,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
918,918,KOG1060,"Vesicle coat complex AP-3, beta subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
952,952,KOG0166,Karyopherin (importin) alpha,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1039,1039,KOG1300,Vesicle trafficking protein Sec1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1102,1102,KOG0859,Synaptobrevin/VAMP-like protein,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1105,1105,KOG3229,Vacuolar sorting protein VPS24,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1127,1127,KOG2215,Exocyst complex subunit,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1128,1128,KOG4056,"Translocase of outer mitochondrial membrane complex, subunit TOM20","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1186,1186,KOG2760,Vacuolar sorting protein VPS36,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1191,1191,KOG0864,Ran-binding protein RANBP1 and related RanBD domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1221,1221,KOG1061,"Vesicle coat complex AP-1/AP-2/AP-4, beta subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1228,1228,KOG3764,Vesicular amine transporter,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1248,1248,KOG3103,"Rab GTPase interacting factor, Golgi membrane protein","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1349,1349,KOG3315,Transport protein particle (TRAPP) complex subunit,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1360,1360,KOG2308,"Phosphatidic acid-preferring phospholipase A1, contains DDHD domain","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1371,1371,KOG0998,Synaptic vesicle protein EHS-1 and related EH domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1391,1391,KOG1607,Protein transporter of the TRAM (translocating chain-associating membrane) superfamily,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1406,1406,KOG2280,Vacuolar assembly/sorting protein VPS16,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1422,1422,KOG4224,"Armadillo repeat protein VAC8 required for vacuole fusion, inheritance and cytosol-to-vacuole protein targeting","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1433,1433,KOG1087,Cytosolic sorting protein GGA2/TOM1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1434,1434,KOG1087,Cytosolic sorting protein GGA2/TOM1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1483,1483,KOG4111,"Translocase of outer mitochondrial membrane complex, subunit TOM22","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1499,1499,KOG3230,Vacuolar assembly/sorting protein DID4,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1516,1516,KOG0446,"Vacuolar sorting protein VPS1, dynamin, and related proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1587,1587,KOG1991,Nuclear transport receptor RANBP7/RANBP8 (importin beta superfamily),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1640,1640,KOG2667,COPII vesicle protein,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1641,1641,KOG2058,Ypt/Rab GTPase activating protein,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1660,1660,KOG3479,"Mitochondrial import inner membrane translocase, subunit TIM9","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1694,1694,KOG0277,Peroxisomal targeting signal type 2 receptor,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1742,1742,KOG0946,ER-Golgi vesicle-tethering protein p115,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
